"Id","Label","Degree","Betweenness","Expression"
"ENSMUSP00000033136","Bag3",3,0,0
"ENSMUSP00000074756","Exosc1",3,0,0
"ENSMUSP00000026891","Exosc7",3,0,0
"ENSMUSP00000128914","Os9",3,0,0
"ENSMUSP00000099702","Ube2l6",3,0,0
"ENSMUSP00000110673","Cald1",3,0,0
"ENSMUSP00000128331","Nolc1",3,0,0
"ENSMUSP00000099890","Ifit2",3,0,0
"ENSMUSP00000099889","Ifit3",3,0,0
"ENSMUSP00000097150","Mis18a",3,0,0
"ENSMUSP00000003027","Map2k7",3,0,0
"ENSMUSP00000003572","Gars",3,0,0
"ENSMUSP00000033282","Bccip",2,10447.53,0
"ENSMUSP00000034803","Zw10",2,7070,0
"ENSMUSP00000025961","Prdx3",2,5060,0
"ENSMUSP00000025561","Anxa1",2,4052,0
"ENSMUSP00000006217","Snf8",2,3521,0
"ENSMUSP00000029515","S100a11",2,3042,0
"ENSMUSP00000034270","Map1lc3b",2,2030,0
"ENSMUSP00000049186","Gfer",2,2030,0
"ENSMUSP00000003642","Klc4",2,2030,0
"ENSMUSP00000005532","Nid1",2,2030,0
"ENSMUSP00000022060","Pdcd6",2,2030,0
"ENSMUSP00000061493","Eea1",2,1997.49,0
"ENSMUSP00000075269","Mysm1",2,1601.07,0
"ENSMUSP00000031131","Uchl1",2,1024.98,0
"ENSMUSP00000056669","Cd14",2,1016,0
"ENSMUSP00000036177","Rad9b",2,1016,0
"ENSMUSP00000014370","Cacybp",2,1016,0
"ENSMUSP00000092157","Sec31a",2,1016,0
"ENSMUSP00000033544","Brcc3",2,1016,0
"ENSMUSP00000027251","Rev1",2,1016,0
"ENSMUSP00000069087","Lamb2",2,1016,0
"ENSMUSP00000025083","Kif5b",2,1016,0
"ENSMUSP00000136493","Tomm20",2,1016,0
"ENSMUSP00000015749","Srf",2,1016,0
"ENSMUSP00000034415","Taf1d",2,1016,0
"ENSMUSP00000106017","Ncaph",2,1016,0
"ENSMUSP00000060749","Llgl1",2,1016,0
"ENSMUSP00000044769","Atg5",2,1016,0
"ENSMUSP00000018880","Ndel1",2,1016,0
"ENSMUSP00000041380","Chchd4",2,1016,0
"ENSMUSP00000129481","Rabggtb",2,1016,0
"ENSMUSP00000132435","Gbp2",2,1016,0
"ENSMUSP00000125960","Mcm3ap",2,1016,0
"ENSMUSP00000080480","Cacul1",2,760.8,0
"ENSMUSP00000035992","Gga1",2,599.59,0
"ENSMUSP00000002825","Baz1b",2,539.68,0
"ENSMUSP00000034428","Gabarapl2",2,510.83,0
"ENSMUSP00000020501","Sumo3",2,507,0
"ENSMUSP00000020974","Id2",2,406.44,0
"ENSMUSP00000099368","Cttn",2,390.91,0
"ENSMUSP00000086716","Usp9x",2,382.7,0
"ENSMUSP00000026062","Casp7",2,370.35,0
"ENSMUSP00000023779","Nr4a1",2,333.73,0
"ENSMUSP00000028166","Nr4a2",2,333.73,0
"ENSMUSP00000052258","Amfr",2,279.21,0
"ENSMUSP00000074724","Hspe1",2,215.07,0
"ENSMUSP00000063839","Adam10",2,193.95,0
"ENSMUSP00000085030","Tnip2",2,171.01,0
"ENSMUSP00000091011","Grb10",2,154.16,0
"ENSMUSP00000039368","Ptprf",2,127.27,0
"ENSMUSP00000066860","Hspa12a",2,100.91,0
"ENSMUSP00000027961","Hspa14",2,100.91,0
"ENSMUSP00000025562","Incenp",2,86.29,0
"ENSMUSP00000039047","Atg14",2,81.08,0
"ENSMUSP00000025081","Zeb1",2,77.68,0
"ENSMUSP00000057527","Tle4",2,64.12,0
"ENSMUSP00000113040","Wwtr1",2,39.69,0
"ENSMUSP00000071720","Camk2g",2,37.71,0
"ENSMUSP00000031097","Tada2b",2,33.34,0
"ENSMUSP00000129654","Smek1",2,28.37,0
"ENSMUSP00000035164","Topbp1",2,27.72,0
"ENSMUSP00000021148","Ube2g1",2,26.01,0
"ENSMUSP00000027941","Atf3",2,10.46,0
"ENSMUSP00000057062","Ppp1r15b",2,9.66,0
"ENSMUSP00000034469","Egln1",2,2.48,0
"ENSMUSP00000047220","Senp6",2,1,0
"ENSMUSP00000017694","Atad5",2,1,0
"ENSMUSP00000048221","Nxt2",2,0.9,0
"ENSMUSP00000068408","Cpsf6",2,0.36,0
"ENSMUSP00000099482","Itpa",2,0.25,0
"ENSMUSP00000030698","Stx12",2,0.25,0
"ENSMUSP00000112259","Cfl1",2,0.18,0
"ENSMUSP00000017288","Rnd3",2,0.18,0
"ENSMUSP00000072800","Cxcl12",2,0.17,0
"ENSMUSP00000025842","Gal",2,0.17,0
"ENSMUSP00000031843","Npy",2,0.17,0
"ENSMUSP00000101801","Npb",2,0.17,0
"ENSMUSP00000047646","Cxcl10",2,0.17,0
"ENSMUSP00000019064","Cxcl16",2,0.17,0
"ENSMUSP00000117496","Mef2a",2,0,0
"ENSMUSP00000119829","Vta1",2,0,0
"ENSMUSP00000034164","Ist1",2,0,0
"ENSMUSP00000023759","Smarcd1",2,0,0
"ENSMUSP00000019074","Ccl4",2,0,0
"ENSMUSP00000109084","Col4a3",2,0,0
"ENSMUSP00000084282","Col4a4",2,0,0
"ENSMUSP00000041241","Smg7",2,0,0
"ENSMUSP00000033540","Vbp1",2,0,0
"ENSMUSP00000047397","Sart1",2,0,0
"ENSMUSP00000030665","Nudc",2,0,0
"ENSMUSP00000027966","Fcgr2b",2,0,0
"ENSMUSP00000030993","Nelfa",2,0,0
"ENSMUSP00000057731","Nelfb",2,0,0
"ENSMUSP00000034150","Gab1",2,0,0
"ENSMUSP00000047900","Dusp5",2,0,0
"ENSMUSP00000023752","Aqp2",2,0,0
"ENSMUSP00000072175","Dnajc5",2,0,0
"ENSMUSP00000086701","Uba3",2,0,0
"ENSMUSP00000032477","Necap1",2,0,0
"ENSMUSP00000015049","Dnajb9",2,0,0
"ENSMUSP00000084387","Eif1ax",2,0,0
"ENSMUSP00000113070","Brd4",2,0,0
"ENSMUSP00000019859","Gle1",2,0,0
"ENSMUSP00000038321","Bdp1",2,0,0
"ENSMUSP00000125373","Plod2",2,0,0
"ENSMUSP00000017604","Cyba",2,0,0
"ENSMUSP00000111301","Suv39h1",2,0,0
"ENSMUSP00000038418","Ints8",2,0,0
"ENSMUSP00000036277","Ints7",2,0,0
"ENSMUSP00000025476","Txnl1",2,0,0
"ENSMUSP00000130629","BC005561",2,0,0
"ENSMUSP00000044677","Thoc2",2,0,0
"ENSMUSP00000030284","Rnf11",2,0,0
"ENSMUSP00000035112","Nktr",2,0,0
"ENSMUSP00000045945","Ppig",2,0,0
"ENSMUSP00000025444","Cxxc1",2,0,0
"ENSMUSP00000076533","Ptpra",2,0,0
"ENSMUSP00000089680","Naca",2,0,0
"ENSMUSP00000113116","Stt3a",2,0,0
"ENSMUSP00000032151","Eif4e3",2,0,0
"ENSMUSP00000056720","Ifnb1",2,0,0
"ENSMUSP00000045552","Ints9",2,0,0
"ENSMUSP00000033056","Pycard",2,0,0
"ENSMUSP00000055318","Yod1",2,0,0
"ENSMUSP00000038188","Cenpt",2,0,0
"ENSMUSP00000045888","Abt1",2,0,0
"ENSMUSP00000042658","Hnrnpa1",2,0,0
"ENSMUSP00000000058","Cav2",2,0,0
"ENSMUSP00000000594","C1d",2,0,0
"ENSMUSP00000001008","Ccl3",2,0,0
"ENSMUSP00000001757","Eef1e1",2,0,0
"ENSMUSP00000005292","Prdx2",2,0,0
"ENSMUSP00000009740","Taf7l",2,0,0
"ENSMUSP00000015484","Cybb",2,0,0
"ENSMUSP00000020756","Pnpt1",2,0,0
"ENSMUSP00000020908","E2f6",2,0,0
"ENSMUSP00000022053","Trip13",2,0,0
"ENSMUSP00000022212","Plk2",2,0,0
"ENSMUSP00000024627","Chd1",2,0,0
"ENSMUSP00000034049","Slc25a4",1,0,0
"ENSMUSP00000030660","Trappc3",1,0,0
"ENSMUSP00000019109","Ywhah",1,0,0
"ENSMUSP00000028672","Mdk",1,0,0
"ENSMUSP00000108620","Tsc22d3",1,0,0
"ENSMUSP00000029566","Efna1",1,0,0
"ENSMUSP00000037557","Mzt1",1,0,0
"ENSMUSP00000025691","Fas",1,0,0
"ENSMUSP00000038591","Socs5",1,0,0
"ENSMUSP00000122219","Prlr",1,0,0
"ENSMUSP00000020188","Ifngr1",1,0,0
"ENSMUSP00000023359","Nde1",1,0,0
"ENSMUSP00000010804","Plcd1",1,0,0
"ENSMUSP00000099750","Sp3",1,0,0
"ENSMUSP00000028187","Lamc3",1,0,0
"ENSMUSP00000021040","Cct6b",1,0,0
"ENSMUSP00000076777","Tuba1b",1,0,0
"ENSMUSP00000030839","Ctnnbip1",1,0,0
"ENSMUSP00000036998","Lnpep",1,0,0
"ENSMUSP00000042374","Hspb2",1,0,0
"ENSMUSP00000021552","Zfp36l1",1,0,0
"ENSMUSP00000033310","Mki67",1,0,0
"ENSMUSP00000105536","Nf2",1,0,0
"ENSMUSP00000021921","Ptch1",1,0,0
"ENSMUSP00000019803","Ccdc12",1,0,0
"ENSMUSP00000086923","Isy1",1,0,0
"ENSMUSP00000033761","Hcfc1",1,0,0
"ENSMUSP00000055895","Fam175a",1,0,0
"ENSMUSP00000023370","Boc",1,0,0
"ENSMUSP00000031345","Rchy1",1,0,0
"ENSMUSP00000029041","Fabp4",1,0,0
"ENSMUSP00000093965","Ganab",1,0,0
"ENSMUSP00000103162","Cdk12",1,0,0
"ENSMUSP00000086027","Htatsf1",1,0,0
"ENSMUSP00000032071","Dusp11",1,0,0
"ENSMUSP00000056888","Ubqln2",1,0,0
"ENSMUSP00000125812","Fancf",1,0,0
"ENSMUSP00000096086","Bcl2a1a",1,0,0
"ENSMUSP00000075690","Serpinb1a",1,0,0
"ENSMUSP00000024866","Xdh",1,0,0
"ENSMUSP00000080020","Ebf1",1,0,0
"ENSMUSP00000096541","Spc24",1,0,0
"ENSMUSP00000028239","Gsn",1,0,0
"ENSMUSP00000088833","Prnp",1,0,0
"ENSMUSP00000050995","Apba3",1,0,0
"ENSMUSP00000022704","Itm2b",1,0,0
"ENSMUSP00000069681","Fgf7",1,0,0
"ENSMUSP00000028999","Pkia",1,0,0
"ENSMUSP00000037596","Cep78",1,0,0
"ENSMUSP00000100920","Kitl",1,0,0
"ENSMUSP00000091374","Zbtb16",1,0,0
"ENSMUSP00000020484","Txnrd1",1,0,0
"ENSMUSP00000054452","Mob1a",1,0,0
"ENSMUSP00000024709","Cd2ap",1,0,0
"ENSMUSP00000025246","Csnk2b",1,0,0
"ENSMUSP00000093462","Pole4",1,0,0
"ENSMUSP00000043193","Fkbp6",1,0,0
"ENSMUSP00000052170","Terf2ip",1,0,0
"ENSMUSP00000072136","Flot2",1,0,0
"ENSMUSP00000099907","Rtn4",1,0,0
"ENSMUSP00000105359","H2afv",1,0,0
"ENSMUSP00000022287","Fst",1,0,0
"ENSMUSP00000053678","Hexim2",1,0,0
"ENSMUSP00000033570","Igbp1",1,0,0
"ENSMUSP00000129441","Senp8",1,0,0
"ENSMUSP00000112101","Kansl2",1,0,0
"ENSMUSP00000099985","Myl7",1,0,0
"ENSMUSP00000031895","Casp2",1,0,0
"ENSMUSP00000028062","Vim",1,0,0
"ENSMUSP00000023363","Rrn3",1,0,0
"ENSMUSP00000049488","Ppp1r15a",1,0,0
"ENSMUSP00000026917","Nrp1",1,0,0
"ENSMUSP00000080630","Hopx",1,0,0
"ENSMUSP00000026665","Cbx4",1,0,0
"ENSMUSP00000105094","Top1",1,0,0
"ENSMUSP00000080278","Mtf2",1,0,0
"ENSMUSP00000059678","Zfp622",1,0,0
"ENSMUSP00000064280","Dlg1",1,0,0
"ENSMUSP00000048416","Cops4",1,0,0
"ENSMUSP00000022720","Fbxl3",1,0,0
"ENSMUSP00000101307","Rere",1,0,0
"ENSMUSP00000041942","Prdm4",1,0,0
"ENSMUSP00000027769","Tfb2m",1,0,0
"ENSMUSP00000029846","Cyr61",1,0,0
"ENSMUSP00000062420","Pmf1",1,0,0
"ENSMUSP00000032138","Cnbp",1,0,0
"ENSMUSP00000062030","Hist1h1a",1,0,0
"ENSMUSP00000042260","Ncapd2",1,0,0
"ENSMUSP00000104732","Maf",1,0,0
"ENSMUSP00000028916","Sec23b",1,0,0
"ENSMUSP00000046503","Nlrp4c",1,0,0
"ENSMUSP00000025181","H2-K1",1,0,0
"ENSMUSP00000086565","Edem1",1,0,0
"ENSMUSP00000134570","H2-D1",1,0,0
"ENSMUSP00000040846","Pak1ip1",1,0,0
"ENSMUSP00000080301","Zc3h15",1,0,0
"ENSMUSP00000036705","Gak",1,0,0
"ENSMUSP00000113071","Msn",1,0,0
"ENSMUSP00000032978","Sh2b1",1,0,0
"ENSMUSP00000030539","Kif17",1,0,0
"ENSMUSP00000078382","Fkbp5",1,0,0
"ENSMUSP00000058237","S100a1",1,0,0
"ENSMUSP00000027438","Ncl",1,0,0
"ENSMUSP00000088723","Slc25a31",1,0,0
"ENSMUSP00000129413","Eid1",1,0,0
"ENSMUSP00000049292","Spry1",1,0,0
"ENSMUSP00000065198","Ddx10",1,0,0
"ENSMUSP00000100007","Hus1b",1,0,0
"ENSMUSP00000023071","Samm50",1,0,0
"ENSMUSP00000099894","Mpdz",1,0,0
"ENSMUSP00000077781","Enah",1,0,0
"ENSMUSP00000107607","Cfh",1,0,0
"ENSMUSP00000030702","Ppp1r8",1,0,0
"ENSMUSP00000048092","C3ar1",1,0,0
"ENSMUSP00000036039","Tob1",1,0,0
"ENSMUSP00000054548","Poldip3",1,0,0
"ENSMUSP00000033433","Rbmx2",1,0,0
"ENSMUSP00000030332","Gpx7",1,0,0
"ENSMUSP00000099723","P3h1",1,0,0
"ENSMUSP00000054424","Rbm15",1,0,0
"ENSMUSP00000072894","Peli2",1,0,0
"ENSMUSP00000090979","Peli1",1,0,0
"ENSMUSP00000033900","Rab20",1,0,0
"ENSMUSP00000046188","Rab24",1,0,0
"ENSMUSP00000086795","Lgals1",1,0,0
"ENSMUSP00000028882","Il1a",1,0,0
"ENSMUSP00000116103","Nol12",1,0,0
"ENSMUSP00000045043","Dnttip2",1,0,0
"ENSMUSP00000032259","Cd69",1,0,0
"ENSMUSP00000034947","Ppib",1,0,0
"ENSMUSP00000042134","Tsfm",1,0,0
"ENSMUSP00000048340","Ythdc2",1,0,0
"ENSMUSP00000048348","Mrps35",1,0,0
"ENSMUSP00000044604","Aaas",1,0,0
"ENSMUSP00000047700","Chmp7",1,0,0
"ENSMUSP00000102710","Txnip",1,0,0
"ENSMUSP00000086542","Nsfl1c",1,0,0
"ENSMUSP00000096874","Nanos1",1,0,0
"ENSMUSP00000033419","Dock11",1,0,0
"ENSMUSP00000116313","Setd2",1,0,0
"ENSMUSP00000034214","Mt2",1,0,0
"ENSMUSP00000079722","Thrap3",1,0,0
"ENSMUSP00000036949","S100a10",1,0,0
"ENSMUSP00000044725","Bag4",1,0,0
"ENSMUSP00000090121","Cd300c2",1,0,0
"ENSMUSP00000121848","Clec5a",1,0,0
"ENSMUSP00000043138","Phf20",1,0,0
"ENSMUSP00000090304","Lama2",1,0,0
"ENSMUSP00000082500","Brms1l",1,0,0
"ENSMUSP00000087694","Mar-06",1,0,0
"ENSMUSP00000061345","Brox",1,0,0
"ENSMUSP00000088456","Dap3",1,0,0
"ENSMUSP00000044603","Pim3",1,0,0
"ENSMUSP00000078875","Fcer1g",1,0,0
"ENSMUSP00000047904","Cmc1",1,0,0
"ENSMUSP00000087110","Eef1d",1,0,0
"ENSMUSP00000115342","Uxt",1,0,0
"ENSMUSP00000100600","Chml",1,0,0
"ENSMUSP00000112481","Ctsf",1,0,0
"ENSMUSP00000000804","Ddx3x",1,0,0
"ENSMUSP00000001046","S100a4",1,0,0
"ENSMUSP00000001051","S100a6",1,0,0
"ENSMUSP00000001825","Chordc1",1,0,0
"ENSMUSP00000002502","Hltf",1,0,0
"ENSMUSP00000002889","Flii",1,0,0
"ENSMUSP00000002979","Lamb1",1,0,0
"ENSMUSP00000003512","Fcgrt",1,0,0
"ENSMUSP00000003946","Nob1",1,0,0
"ENSMUSP00000005067","Sgta",1,0,0
"ENSMUSP00000005336","Senp3",1,0,0
"ENSMUSP00000005841","Ctcf",1,0,0
"ENSMUSP00000006128","Rcn1",1,0,0
"ENSMUSP00000007482","Mrpl49",1,0,0
"ENSMUSP00000008016","Id3",1,0,0
"ENSMUSP00000013842","Pea15a",1,0,0
"ENSMUSP00000015456","Gadd45b",1,0,0
"ENSMUSP00000016072","Rrbp1",1,0,0
"ENSMUSP00000016168","Lbp",1,0,0
"ENSMUSP00000016463","Slc25a5",1,0,0
"ENSMUSP00000017153","Sdc4",1,0,0
"ENSMUSP00000017290","Brca1",1,0,0
"ENSMUSP00000018113","Ptgis",1,0,0
"ENSMUSP00000018727","G3bp1",1,0,0
"ENSMUSP00000019065","Pelp1",1,0,0
"ENSMUSP00000020123","Tmpo",1,0,0
"ENSMUSP00000021011","Ccl7",1,0,0
"ENSMUSP00000021060","Polg2",1,0,0
"ENSMUSP00000021864","Ssr1",1,0,0
"ENSMUSP00000021933","Ctsl",1,0,0
"ENSMUSP00000022119","Atg10",1,0,0
"ENSMUSP00000022176","Hmgcr",1,0,0
"ENSMUSP00000022282","Gpx8",1,0,0
"ENSMUSP00000023391","Mrpl40",1,0,0
"ENSMUSP00000023958","P3h3",1,0,0
"ENSMUSP00000024906","Twsg1",1,0,0
"ENSMUSP00000025804","Rab1b",1,0,0
"ENSMUSP00000026292","Huwe1",1,0,0
"ENSMUSP00000026818","Sec11a",1,0,0
"ENSMUSP00000026987","Nop16",1,0,0
"ENSMUSP00000027921","Iars2",1,0,0
"ENSMUSP00000029400","Mme",1,0,0
"ENSMUSP00000029421","Ptx3",1,0,0
"ENSMUSP00000032473","Iigp1",1,0,0
"ENSMUSP00000034590","Tagln",1,0,0
"ENSMUSP00000036710","Lars2",1,0,0
"ENSMUSP00000037544","Fbxo8",1,0,0
"ENSMUSP00000040089","Twist1",1,0,0
"ENSMUSP00000041263","Usp22",1,0,0
"ENSMUSP00000051092","Picalm",1,0,0
"ENSMUSP00000052905","Eny2",1,0,0
"ENSMUSP00000064587","Dnajc5g",1,0,0
"ENSMUSP00000066696","Nab1",1,0,0
"ENSMUSP00000067603","Lcor",1,0,0
"ENSMUSP00000069284","Pi4k2a",1,0,0
"ENSMUSP00000069669","Klhdc10",1,0,0
"ENSMUSP00000077342","Skap2",1,0,0
